2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,1  ,10,Fixed Wing,1301A11301,Saturn Arch (MIP),A,Weapon System Cost,Add,0,0,0,0,0,0,0,0,0,0,2,"23,000",2,"23,000",0,0,2,"23,000",0,0,2,"23,000",2,"23,000",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,2  ,10,Fixed Wing,9440A11300,Utility F/W Aircraft,A,Weapon System Cost,Add,3,"57,529",0,0,3,"57,529",0,0,0,0,0,0,0,0,0,0,0,0,3,"57,529",0,0,3,"57,529",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,3  ,10,Fixed Wing,9670A00005,MQ-1 UAV,A,Weapon System Cost,Add,0,"55,388",13,"130,000",13,"185,388",0,0,0,0,0,0,0,0,0,0,0,0,0,"55,388",13,"130,000",13,"185,388",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,4  ,20,Rotary,5757A05111,AH-64 Apache Block IIIA Reman,A,Weapon System Cost,Add,48,"1,013,014",0,0,48,"1,013,014",4,"78,040",0,0,0,0,4,"78,040",0,0,4,"78,040",52,"1,091,054",0,0,52,"1,091,054",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,4  ,20,Rotary,5757A05111,AH-64 Apache Block IIIA Reman,B,Less: Advance Procurement (PY),Add,0,"-209,930",0,0,0,"-209,930",0,0,0,0,0,0,0,0,0,0,0,0,0,"-209,930",0,0,0,"-209,930",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,5  ,20,Rotary,5757A05111,AH-64 Apache Block IIIA Reman,C,Advance Procurement (CY),Add,0,"185,160",0,0,0,"185,160",0,0,0,0,0,0,0,0,0,0,0,0,0,"185,160",0,0,0,"185,160",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,5  ,20,Rotary,5757A05111,AH-64 Apache Block IIIA Reman,C,C (FY 2017 for FY 2018) (M),Non-Add,0,"185,160",0,0,0,"185,160",0,0,0,0,0,0,0,0,0,0,0,0,0,"185,160",0,0,0,"185,160",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,6  ,20,Rotary,5840A05133,AH-64 Apache Block IIIB New Build,A,Weapon System Cost,Add,0,0,20,"707,800",20,"707,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"707,800",20,"707,800",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,7  ,20,Rotary,6771AA0005,UH-60 Blackhawk M Model (MYP),A,Weapon System Cost,Add,36,"882,225",17,"376,160",53,"1,258,385",0,0,0,0,0,0,0,0,0,0,0,0,36,"882,225",17,"376,160",53,"1,258,385",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,7  ,20,Rotary,6771AA0005,UH-60 Blackhawk M Model (MYP),B,Less: Advance Procurement (PY),Add,0,"-127,079",0,0,0,"-127,079",0,0,0,0,0,0,0,0,0,0,0,0,0,"-127,079",0,0,0,"-127,079",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,8  ,20,Rotary,6771AA0005,UH-60 Blackhawk M Model (MYP),C,Advance Procurement (CY),Add,0,"174,107",0,0,0,"174,107",0,0,0,0,0,0,0,0,0,0,0,0,0,"174,107",0,0,0,"174,107",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,8  ,20,Rotary,6771AA0005,UH-60 Blackhawk M Model (MYP),C,C (FY 2017 for FY 2018) (M),Non-Add,0,"171,847",0,0,0,"171,847",0,0,0,0,0,0,0,0,0,0,0,0,0,"171,847",0,0,0,"171,847",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,8  ,20,Rotary,6771AA0005,UH-60 Blackhawk M Model (MYP),C,C (FY 2017 for FY 2019) (M),Non-Add,0,"1,823",0,0,0,"1,823",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,823",0,0,0,"1,823",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,8  ,20,Rotary,6771AA0005,UH-60 Blackhawk M Model (MYP),C,C (FY 2017 for FY 2020) (M),Non-Add,0,286,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,286,U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,8  ,20,Rotary,6771AA0005,UH-60 Blackhawk M Model (MYP),C,C (FY 2017 for FY 2021) (M),Non-Add,0,151,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,151,U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,9  ,20,Rotary,6773A05009,UH-60 Black Hawk A and L Models,A,Weapon System Cost,Add,38,"46,173",0,0,38,"46,173",0,0,0,0,0,0,0,0,0,0,0,0,38,"46,173",0,0,38,"46,173",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,10 ,20,Rotary,6775A05101,CH-47 Helicopter,A,Weapon System Cost,Add,22,"655,601",0,0,22,"655,601",0,0,0,0,0,0,0,0,0,0,0,0,22,"655,601",0,0,22,"655,601",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,10 ,20,Rotary,6775A05101,CH-47 Helicopter,B,Less: Advance Procurement (PY),Add,0,"-99,344",0,0,0,"-99,344",0,0,0,0,0,0,0,0,0,0,0,0,0,"-99,344",0,0,0,"-99,344",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,11 ,20,Rotary,6775A05101,CH-47 Helicopter,C,Advance Procurement (CY),Add,0,"8,707",0,0,0,"8,707",0,0,0,0,0,0,0,0,0,0,0,0,0,"8,707",0,0,0,"8,707",U
2031A,"Aircraft Procurement, Army",ARMY,01,Aircraft,11 ,20,Rotary,6775A05101,CH-47 Helicopter,C,C (FY 2017 for FY 2018) (M),Non-Add,0,"8,707",0,0,0,"8,707",0,0,0,0,0,0,0,0,0,0,0,0,0,"8,707",0,0,0,"8,707",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,12 ,10,Modification of Aircraft,0023A01001,MQ-1 Payload (MIP),A,Weapon System Cost,Add,0,"43,735",0,"48,000",0,"91,735",0,0,0,0,0,0,0,0,0,0,0,0,0,"43,735",0,"48,000",0,"91,735",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,13 ,10,Modification of Aircraft,1036AZ2001,Multi Sensor ABN Recon (MIP),A,Weapon System Cost,Add,0,"94,527",0,0,0,"94,527",0,"21,400",0,0,0,0,0,"21,400",0,0,0,"21,400",0,"115,927",0,0,0,"115,927",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,14 ,10,Modification of Aircraft,2706AA6605,AH-64 Mods,A,Weapon System Cost,Add,0,"137,883",0,"50,000",0,"187,883",0,0,0,0,0,0,0,0,0,0,0,0,0,"137,883",0,"50,000",0,"187,883",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,15 ,10,Modification of Aircraft,3264AA0252,CH-47 Cargo Helicopter Mods (MYP),A,Weapon System Cost,Add,0,"102,943",0,"61,000",0,"163,943",0,0,0,0,0,0,0,0,0,0,0,0,0,"102,943",0,"61,000",0,"163,943",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,16 ,10,Modification of Aircraft,3403A02111,GRCS SEMA Mods (MIP),A,Weapon System Cost,Add,0,"4,055",0,0,0,"4,055",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,055",0,0,0,"4,055",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,17 ,10,Modification of Aircraft,3404A02110,ARL SEMA Mods (MIP),A,Weapon System Cost,Add,0,"6,793",0,0,0,"6,793",0,0,0,0,0,0,0,0,0,0,0,0,0,"6,793",0,0,0,"6,793",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,18 ,10,Modification of Aircraft,3405A02112,EMARSS SEMA Mods (MIP),A,Weapon System Cost,Add,0,"13,197",0,0,0,"13,197",2,"42,700",0,0,0,0,2,"42,700",0,0,2,"42,700",2,"55,897",0,0,2,"55,897",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,19 ,10,Modification of Aircraft,4194AA0270,Utility/Cargo Airplane Mods,A,Weapon System Cost,Add,0,"17,526",0,0,0,"17,526",0,0,0,0,0,0,0,0,0,0,0,0,0,"17,526",0,0,0,"17,526",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,20 ,10,Modification of Aircraft,6949AA0480,Utility Helicopter Mods,A,Weapon System Cost,Add,0,"10,807",0,0,0,"10,807",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,807",0,0,0,"10,807",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,21 ,10,Modification of Aircraft,8658AA0712,Network and Mission Plan,A,Weapon System Cost,Add,0,"74,752",0,0,0,"74,752",0,0,0,0,0,0,0,0,0,0,0,0,0,"74,752",0,0,0,"74,752",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,22 ,10,Modification of Aircraft,8659AA0723,"Comms, Nav Surveillance",A,Weapon System Cost,Add,0,"69,960",0,0,0,"69,960",0,0,0,0,0,0,0,0,0,0,0,0,0,"69,960",0,0,0,"69,960",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,23 ,10,Modification of Aircraft,8859AA0711,GATM Rollup,A,Weapon System Cost,Add,0,"45,302",0,0,0,"45,302",0,0,0,0,0,0,0,0,0,0,0,0,0,"45,302",0,0,0,"45,302",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,24 ,10,Modification of Aircraft,9555A00018,RQ-7 UAV MODS,A,Weapon System Cost,Add,0,"71,169",0,"247,651",0,"318,820",0,"1,775",0,0,0,0,0,"1,775",0,0,0,"1,775",0,"72,944",0,"247,651",0,"320,595",U
2031A,"Aircraft Procurement, Army",ARMY,02,Modification of Aircraft,25 ,10,Modification of Aircraft,9556A01002,UAS MODS,A,Weapon System Cost,Add,0,"21,804",0,"1,520",0,"23,324",0,"4,420",0,0,0,0,0,"4,420",0,0,0,"4,420",0,"26,224",0,"1,520",0,"27,744",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,26 ,10,Ground Support Avionics,3632AZ3504,Aircraft Survivability Equipment,A,Weapon System Cost,Add,0,"67,377",0,0,0,"67,377",0,0,0,0,0,0,0,0,0,0,0,0,0,"67,377",0,0,0,"67,377",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,27 ,10,Ground Support Avionics,5044AZ3507,Survivability CM,A,Weapon System Cost,Add,0,"9,565",0,0,0,"9,565",0,0,0,0,0,0,0,0,0,0,0,0,0,"9,565",0,0,0,"9,565",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,28 ,10,Ground Support Avionics,5397AZ3517,CMWS,A,Weapon System Cost,Add,0,"41,626",0,0,0,"41,626",0,"56,115",0,0,0,0,0,"56,115",0,0,0,"56,115",0,"97,741",0,0,0,"97,741",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,29 ,10,Ground Support Avionics,5399AZ3537,Common Infrared Countermeasures (CIRCM),A,Weapon System Cost,Add,0,0,0,0,0,0,0,"108,721",0,0,0,0,0,"108,721",0,0,0,"108,721",0,"108,721",0,0,0,"108,721",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,30 ,30,Other Support,0832AZ3000,Avionics Support Equipment,A,Weapon System Cost,Add,0,"7,007",0,0,0,"7,007",0,0,0,0,0,0,0,0,0,0,0,0,0,"7,007",0,0,0,"7,007",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,31 ,30,Other Support,5212AZ3100,Common Ground Equipment,A,Weapon System Cost,Add,0,"48,234",0,0,0,"48,234",0,0,0,0,0,0,0,0,0,0,0,0,0,"48,234",0,0,0,"48,234",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,32 ,30,Other Support,6380AZ3110,Aircrew Integrated Systems,A,Weapon System Cost,Add,0,"30,297",0,0,0,"30,297",0,0,0,0,0,0,0,0,0,0,0,0,0,"30,297",0,0,0,"30,297",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,33 ,30,Other Support,6818AA0050,Air Traffic Control,A,Weapon System Cost,Add,0,"50,405",0,"3,000",0,"53,405",0,0,0,0,0,0,0,0,0,0,0,0,0,"50,405",0,"3,000",0,"53,405",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,34 ,30,Other Support,8132AZ3300,Industrial Facilities,A,Weapon System Cost,Add,0,"1,217",0,612,0,"1,829",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,217",0,612,0,"1,829",U
2031A,"Aircraft Procurement, Army",ARMY,04,Support Equipment and Facilities,35 ,30,Other Support,9154A50100,"Launcher, 2.75 Rocket",A,Weapon System Cost,Add,0,"3,055",0,0,0,"3,055",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,055",0,0,0,"3,055",U
2032A,"Missile Procurement, Army",ARMY,02,Other Missiles,1  ,10,Surface-to-Air Missile System,7153C50016,Lower Tier Air and Missile Defense (AMD),A,Weapon System Cost,Add,0,"126,470",0,0,0,"126,470",0,0,0,0,0,0,0,0,0,0,0,0,0,"126,470",0,0,0,"126,470",U
2032A,"Missile Procurement, Army",ARMY,02,Other Missiles,2  ,10,Surface-to-Air Missile System,8260C53101,MSE Missile,A,Weapon System Cost,Add,85,"423,201",0,"279,000",85,"702,201",0,0,0,0,0,0,0,0,0,0,0,0,85,"423,201",0,"279,000",85,"702,201",U
2032A,"Missile Procurement, Army",ARMY,02,Other Missiles,3  ,10,Surface-to-Air Missile System,8930C61001,INDIRECT FIRE PROTECTION CAPABILITY INC 2-I,C,Advance Procurement (CY),Add,0,"19,319",0,0,0,"19,319",0,0,0,0,0,0,0,0,0,0,0,0,0,"19,319",0,0,0,"19,319",U
2032A,"Missile Procurement, Army",ARMY,02,Other Missiles,3  ,10,Surface-to-Air Missile System,8930C61001,INDIRECT FIRE PROTECTION CAPABILITY INC 2-I,C,C (FY 2017 for FY 2018) (M),Non-Add,0,"19,319",0,0,0,"19,319",0,0,0,0,0,0,0,0,0,0,0,0,0,"19,319",0,0,0,"19,319",U
2032A,"Missile Procurement, Army",ARMY,02,Other Missiles,4  ,20,Air-To-Surface Missile System,1338C70000,Hellfire Sys Summary,A,Weapon System Cost,Add,155,"42,013",0,0,155,"42,013","4,055","455,830",0,0,0,0,"4,055","455,830",0,"-227,500","4,055","228,330","4,210","270,343",0,0,"4,210","270,343",U
